State,Year,Quarter,District,RegisteredUsers,AppOpens
Bihar,2023,1,Katihar District,542563,19687089
Bihar,2023,1,Khagaria District,296763,9404441
Bihar,2023,1,Saharsa District,372270,11827219
Bihar,2023,1,Bhagalpur District,752449,11640722
Bihar,2023,1,Madhubani District,828561,11724016
Bihar,2023,1,Kishanganj District,266604,14874504
Bihar,2023,1,Gaya District,946050,29725833
Bihar,2023,1,Samastipur District,832148,8955924
Bihar,2023,1,Banka District,284021,21381203
Bihar,2023,1,Purbi Champaran District,1133269,15646743
Bihar,2023,1,Sheohar District,97787,1837447
Bihar,2023,1,Bhojpur District,556334,9258708
Bihar,2019,1,Madhepura District,75876,0
Bihar,2019,1,Purnia District,141631,0
Bihar,2019,1,Nalanda District,189924,0
Bihar,2019,1,Buxar District,81116,0
Bihar,2019,1,Darbhanga District,202521,0
Bihar,2019,1,Nawada District,94644,0
Bihar,2019,1,Jamui District,70521,0
Bihar,2019,1,Sheikhpura District,29154,0
Bihar,2019,1,Siwan District,160063,0
Bihar,2019,1,Muzaffarpur District,309416,0
Bihar,2019,1,Patna District,964432,0
Bihar,2019,1,Jehanabad District,56497,0
Bihar,2019,1,Rohtas District,174877,0
Bihar,2019,1,Begusarai District,155497,0
Bihar,2019,1,Supaul District,86568,0
Bihar,2019,1,Sitamarhi District,132501,0
Bihar,2019,1,Saran District,197928,0
Bihar,2019,1,Arwal District,32098,0
Bihar,2019,1,Vaishali District,189344,0
Bihar,2019,1,Pashchim Champaran District,197074,0
Bihar,2019,1,Gopalganj District,125180,0
Bihar,2019,1,Lakhisarai District,50294,0
Bihar,2019,1,Aurangabad District,123845,0
Bihar,2019,1,Kaimur Bhabua District,66307,0
Bihar,2019,1,Araria District,95297,0
Bihar,2019,1,Munger District,84548,0
Bihar,2019,1,Katihar District,124680,0
Bihar,2019,1,Khagaria District,70139,0
Bihar,2019,1,Saharsa District,88171,0
Bihar,2019,1,Bhagalpur District,195057,0
Bihar,2019,1,Madhubani District,195036,0
Bihar,2019,1,Kishanganj District,54620,0
Bihar,2019,1,Gaya District,245773,0
Bihar,2019,1,Samastipur District,204544,0
Bihar,2019,1,Banka District,62041,0
Bihar,2019,1,Purbi Champaran District,252394,0
Bihar,2019,1,Sheohar District,21941,0
Bihar,2019,1,Bhojpur District,143568,0
Bihar,2021,1,Madhepura District,210098,5733055
Bihar,2021,1,Purnia District,378977,9959158
Bihar,2021,1,Nalanda District,426419,9874574
Bihar,2021,1,Buxar District,198162,4019635
Bihar,2021,1,Darbhanga District,506381,13818215
Bihar,2021,1,Nawada District,246611,5920314
Bihar,2021,1,Jamui District,188350,4697229
Bihar,2021,1,Sheikhpura District,72003,1414389
Bihar,2021,1,Siwan District,444057,11680516
Bihar,2021,1,Muzaffarpur District,728384,19666044
Bihar,2021,1,Patna District,1881439,47764472
Bihar,2021,1,Jehanabad District,137074,3267649
Bihar,2021,1,Rohtas District,404078,9482678
Bihar,2021,1,Begusarai District,373508,8444119
Bihar,2021,1,Supaul District,235215,6222688
Bihar,2021,1,Sitamarhi District,346031,8319923
Bihar,2021,1,Saran District,507177,13238238
Bihar,2021,1,Arwal District,76552,1906173
Bihar,2021,1,Vaishali District,463655,12207307
Bihar,2021,1,Pashchim Champaran District,517219,14874230
Bihar,2021,1,Gopalganj District,346929,8794900
Bihar,2021,1,Lakhisarai District,118141,2781792
Bihar,2021,1,Aurangabad District,303541,8312272
Bihar,2021,1,Kaimur Bhabua District,166313,3499932
Bihar,2021,1,Araria District,276798,7141525
Bihar,2021,1,Munger District,190196,4044233
Bihar,2021,1,Katihar District,328252,9357558
Bihar,2021,1,Khagaria District,178859,4898855
Bihar,2021,1,Saharsa District,226755,6552751
Bihar,2021,1,Bhagalpur District,462764,10257098
Bihar,2021,1,Madhubani District,506293,14033961
Bihar,2021,1,Kishanganj District,161635,4008897
Bihar,2021,1,Gaya District,581376,15207460
Bihar,2021,1,Samastipur District,505806,12818876
Bihar,2021,1,Banka District,172220,3321178
Bihar,2021,1,Purbi Champaran District,681660,19530766
Bihar,2021,1,Sheohar District,58746,1479515
Bihar,2021,1,Bhojpur District,338614,7240433
Bihar,2020,1,Madhepura District,131288,2779090
Bihar,2020,1,Purnia District,242090,4711378
Bihar,2020,1,Nalanda District,294598,5753080
Bihar,2020,1,Buxar District,133361,2220858
Bihar,2020,1,Darbhanga District,332707,6533155
Bihar,2020,1,Nawada District,161254,2976524
Bihar,2020,1,Jamui District,122675,2351813
Bihar,2020,1,Sheikhpura District,47727,748146
Bihar,2020,1,Siwan District,282776,5423334
Bihar,2020,1,Muzaffarpur District,498548,10158674
Bihar,2020,1,Patna District,1397342,29138373
Bihar,2020,1,Jehanabad District,92507,1843624
Bihar,2020,1,Rohtas District,278266,5408871
Bihar,2020,1,Begusarai District,251505,4096955
Bihar,2020,1,Supaul District,150088,3060872
Bihar,2020,1,Sitamarhi District,223782,4152826
Bihar,2020,1,Saran District,335039,6473239
Bihar,2020,1,Arwal District,51903,1056195
Bihar,2020,1,Vaishali District,312949,6407440
Bihar,2020,1,Pashchim Champaran District,334931,7590869
Bihar,2020,1,Gopalganj District,221572,4126460
Bihar,2020,1,Lakhisarai District,80730,1474492
Bihar,2020,1,Aurangabad District,204230,4269640
Bihar,2020,1,Kaimur Bhabua District,111817,2029554
Bihar,2020,1,Araria District,168149,3157208
Bihar,2020,1,Munger District,131943,2036068
Bihar,2020,1,Katihar District,213750,4464385
Bihar,2020,1,Khagaria District,115815,2170840
Bihar,2020,1,Saharsa District,147506,3103531
Bihar,2020,1,Bhagalpur District,311744,5153557
Bihar,2020,1,Madhubani District,328630,6746289
Bihar,2020,1,Kishanganj District,98189,1908388
Bihar,2020,1,Gaya District,398678,8034549
Bihar,2020,1,Samastipur District,334935,6379636
Bihar,2020,1,Banka District,108516,1666938
Bihar,2020,1,Purbi Champaran District,431458,9507066
Bihar,2020,1,Sheohar District,37408,726329
Bihar,2020,1,Bhojpur District,230828,4028259
Bihar,2018,1,Madhepura District,26881,0
Bihar,2018,1,Purnia District,51858,0
Bihar,2018,1,Nalanda District,75201,0
Bihar,2018,1,Buxar District,27689,0
Bihar,2018,1,Darbhanga District,74414,0
Bihar,2018,1,Nawada District,32228,0
Bihar,2018,1,Jamui District,23266,0
Bihar,2018,1,Sheikhpura District,10567,0
Bihar,2018,1,Siwan District,52000,0
Bihar,2018,1,Muzaffarpur District,125298,0
Bihar,2018,1,Patna District,425009,0
Bihar,2018,1,Jehanabad District,20394,0
Bihar,2018,1,Rohtas District,64983,0
Bihar,2018,1,Begusarai District,57409,0
Bihar,2018,1,Supaul District,29348,0
Bihar,2018,1,Sitamarhi District,47288,0
Bihar,2018,1,Saran District,63245,0
Bihar,2018,1,Arwal District,11087,0
Bihar,2018,1,Vaishali District,67921,0
Bihar,2018,1,Pashchim Champaran District,67656,0
Bihar,2018,1,Gopalganj District,41306,0
Bihar,2018,1,Lakhisarai District,18119,0
Bihar,2018,1,Aurangabad District,42349,0
Bihar,2018,1,Kaimur Bhabua District,22464,0
Bihar,2018,1,Araria District,30576,0
Bihar,2018,1,Munger District,32219,0
Bihar,2018,1,Katihar District,44233,0
Bihar,2018,1,Khagaria District,25026,0
Bihar,2018,1,Saharsa District,32380,0
Bihar,2018,1,Bhagalpur District,76063,0
Bihar,2018,1,Madhubani District,66664,0
Bihar,2018,1,Kishanganj District,16507,0
Bihar,2018,1,Gaya District,91015,0
Bihar,2018,1,Samastipur District,76068,0
Bihar,2018,1,Banka District,19504,0
Bihar,2018,1,Purbi Champaran District,87561,0
Bihar,2018,1,Sheohar District,7645,0
Bihar,2018,1,Bhojpur District,50363,0
Jharkhand,2022,1,Ramgarh District,284993,8511310
Jharkhand,2022,1,Ranchi District,1115386,25543169
Jharkhand,2022,1,East Singhbhum District,728043,16031807
Jharkhand,2022,1,Jamtara District,129831,5164704
Jharkhand,2022,1,Dumka District,142767,13991217
Jharkhand,2022,1,Koderma District,164357,8819732
Jharkhand,2022,1,Hazaribagh District,485388,28779029
Jharkhand,2022,1,Simdega District,41596,9873256
Jharkhand,2022,1,Garhwa District,186055,21084113
Jharkhand,2022,1,Saraikela Kharsawan District,234284,10335365
Jharkhand,2022,1,Gumla District,79572,12854186
Jharkhand,2022,1,Chatra District,142601,20452172
Jharkhand,2022,1,Khunti District,47381,7503720
Jharkhand,2022,1,Dhanbad District,862955,8822023
Jharkhand,2022,1,Godda District,156522,7224128
Jharkhand,2022,1,Deoghar District,375345,7353380
Jharkhand,2022,1,Palamu District,333409,22076334
Jharkhand,2022,1,Latehar District,91046,16239357
Jharkhand,2022,1,West Singhbhum District,158559,19386712
Jharkhand,2022,1,Pakur District,72474,5284941
Jharkhand,2022,1,Lohardaga District,59387,4299614
Jharkhand,2022,1,Sahebganj District,119193,8177435
Jharkhand,2022,1,Giridih District,387949,27383023
Jharkhand,2022,1,Bokaro District,626182,16165254
Jharkhand,2024,1,Ramgarh District,411863,12579557
Jharkhand,2024,1,Ranchi District,1584765,131109470
Jharkhand,2024,1,East Singhbhum District,1032308,46443010
Jharkhand,2024,1,Jamtara District,188474,36442675
Jharkhand,2024,1,Dumka District,206414,88236694
Jharkhand,2024,1,Koderma District,239352,14611344
Jharkhand,2024,1,Hazaribagh District,702582,52708003
Jharkhand,2024,1,Simdega District,60689,71397690
Jharkhand,2024,1,Garhwa District,276477,45135991
Jharkhand,2024,1,Saraikela Kharsawan District,334955,54227449
Jharkhand,2024,1,Gumla District,116099,95449081
Jharkhand,2024,1,Chatra District,208169,51338104
Jharkhand,2024,1,Khunti District,68528,38245340
Jharkhand,2024,1,Dhanbad District,1234913,14032894
Jharkhand,2024,1,Godda District,228020,29295101
Jharkhand,2024,1,Deoghar District,546402,169158402
Jharkhand,2024,1,Palamu District,488959,59648492
Jharkhand,2024,1,Latehar District,133149,55246622
Jharkhand,2024,1,West Singhbhum District,228343,84157913
Jharkhand,2024,1,Pakur District,105773,54982620
Jharkhand,2024,1,Lohardaga District,87058,17931420
Jharkhand,2024,1,Sahebganj District,173481,38516415
Jharkhand,2024,1,Giridih District,563876,79811231
Jharkhand,2024,1,Bokaro District,897500,48381428
Jharkhand,2023,1,Ramgarh District,350515,15239505
Jharkhand,2023,1,Ranchi District,1361772,41066213
Jharkhand,2023,1,East Singhbhum District,886341,22125227
Jharkhand,2023,1,Jamtara District,158873,11422150
Jharkhand,2023,1,Dumka District,173744,24800718
Jharkhand,2023,1,Koderma District,202708,15780441
Jharkhand,2023,1,Hazaribagh District,596924,48311195
Jharkhand,2023,1,Simdega District,50284,19471753
Jharkhand,2023,1,Garhwa District,231592,40554242
Jharkhand,2023,1,Saraikela Kharsawan District,285388,19211438
Jharkhand,2023,1,Gumla District,96678,29088085
Jharkhand,2023,1,Chatra District,175497,38860284
Jharkhand,2023,1,Khunti District,57273,13918508
Jharkhand,2023,1,Dhanbad District,1056568,11181343
Jharkhand,2023,1,Godda District,192482,12544271
Jharkhand,2023,1,Deoghar District,463198,16488188
Jharkhand,2023,1,Palamu District,412757,36303427
Jharkhand,2023,1,Latehar District,111783,30373225
Jharkhand,2023,1,West Singhbhum District,192587,31221302
Jharkhand,2023,1,Pakur District,88874,12368665
Jharkhand,2023,1,Lohardaga District,73158,9332675
Jharkhand,2023,1,Sahebganj District,146749,13252758
Jharkhand,2023,1,Giridih District,477295,50753258
Jharkhand,2023,1,Bokaro District,766067,22139996
Jharkhand,2019,1,Ramgarh District,93606,0
Jharkhand,2019,1,Ranchi District,386608,0
Jharkhand,2019,1,East Singhbhum District,256344,0
Jharkhand,2019,1,Jamtara District,31881,0
Jharkhand,2019,1,Dumka District,43171,0
Jharkhand,2019,1,Koderma District,54059,0
Jharkhand,2019,1,Hazaribagh District,151904,0
Jharkhand,2019,1,Simdega District,9604,0
Jharkhand,2019,1,Garhwa District,49830,0
Jharkhand,2019,1,Saraikela Kharsawan District,81052,0
Jharkhand,2019,1,Gumla District,19367,0
Jharkhand,2019,1,Chatra District,38103,0
Jharkhand,2019,1,Khunti District,12464,0
Jharkhand,2019,1,Dhanbad District,313255,0
Jharkhand,2019,1,Godda District,47481,0
Jharkhand,2019,1,Deoghar District,97449,0
Jharkhand,2019,1,Palamu District,94917,0
Jharkhand,2019,1,Latehar District,23885,0
Jharkhand,2019,1,West Singhbhum District,45300,0
Jharkhand,2019,1,Pakur District,19057,0
Jharkhand,2019,1,Lohardaga District,16058,0
Jharkhand,2019,1,Sahebganj District,34076,0
Jharkhand,2019,1,Giridih District,123889,0
Jharkhand,2019,1,Bokaro District,235969,0
Jharkhand,2021,1,Ramgarh District,216188,6534314
Jharkhand,2021,1,Ranchi District,853943,24364256
Jharkhand,2021,1,East Singhbhum District,560083,13862208
Jharkhand,2021,1,Jamtara District,97127,1055011
Jharkhand,2021,1,Dumka District,106316,2134734
Jharkhand,2021,1,Koderma District,123296,4042931
Jharkhand,2021,1,Hazaribagh District,366460,12583272
Jharkhand,2021,1,Simdega District,30003,645261
Jharkhand,2021,1,Garhwa District,136634,4603704
Jharkhand,2021,1,Saraikela Kharsawan District,177952,4356961
Jharkhand,2021,1,Gumla District,57454,1197448
Jharkhand,2021,1,Chatra District,105135,3325471
Jharkhand,2021,1,Khunti District,34728,743854
Jharkhand,2021,1,Dhanbad District,661077,15887183
Jharkhand,2021,1,Godda District,117166,2698124
Jharkhand,2021,1,Deoghar District,281799,4690063
Jharkhand,2021,1,Palamu District,247954,8066488
Jharkhand,2021,1,Latehar District,66756,2190635
Jharkhand,2021,1,West Singhbhum District,118302,2578239
Jharkhand,2021,1,Pakur District,53417,1136413
Jharkhand,2021,1,Lohardaga District,43640,1013709
Jharkhand,2021,1,Sahebganj District,88783,2200017
Jharkhand,2021,1,Giridih District,288800,7801690
Jharkhand,2021,1,Bokaro District,480036,14019345
Jharkhand,2020,1,Ramgarh District,149467,3234694
Jharkhand,2020,1,Ranchi District,602664,12670342
Jharkhand,2020,1,East Singhbhum District,398663,7560425
Jharkhand,2020,1,Jamtara District,62283,702395
Jharkhand,2020,1,Dumka District,69852,1172516
Jharkhand,2020,1,Koderma District,84331,1862938
Jharkhand,2020,1,Hazaribagh District,248710,5867137
Jharkhand,2020,1,Simdega District,17525,296335
Jharkhand,2020,1,Garhwa District,87607,2110569
Jharkhand,2020,1,Saraikela Kharsawan District,124479,2627564
Jharkhand,2020,1,Gumla District,34702,527039
Jharkhand,2020,1,Chatra District,67305,1587493
Jharkhand,2020,1,Khunti District,21442,354137
Jharkhand,2020,1,Dhanbad District,479075,9614867
Jharkhand,2020,1,Godda District,77305,1404924
Jharkhand,2020,1,Deoghar District,179746,2757806
Jharkhand,2020,1,Palamu District,161215,3688215
Jharkhand,2020,1,Latehar District,42321,1057532
Jharkhand,2020,1,West Singhbhum District,77335,1328533
Jharkhand,2020,1,Pakur District,33331,593048
Jharkhand,2020,1,Lohardaga District,27627,483440
Jharkhand,2020,1,Sahebganj District,56249,960216
Jharkhand,2020,1,Giridih District,195939,3768943
Jharkhand,2020,1,Bokaro District,352220,7783605
Jharkhand,2018,1,Ramgarh District,37875,0
Jharkhand,2018,1,Ranchi District,159444,0
Jharkhand,2018,1,East Singhbhum District,103016,0
Jharkhand,2018,1,Jamtara District,10659,0
Jharkhand,2018,1,Dumka District,16027,0
Jharkhand,2018,1,Koderma District,21423,0
Jharkhand,2018,1,Hazaribagh District,56421,0
Jharkhand,2018,1,Simdega District,2983,0
Jharkhand,2018,1,Garhwa District,14981,0
Jharkhand,2018,1,Saraikela Kharsawan District,31177,0
Jharkhand,2018,1,Gumla District,6616,0
Jharkhand,2018,1,Chatra District,11805,0
Jharkhand,2018,1,Khunti District,4037,0
Jharkhand,2018,1,Dhanbad District,130195,0
Jharkhand,2018,1,Godda District,16608,0
Jharkhand,2018,1,Deoghar District,35229,0
Jharkhand,2018,1,Palamu District,31788,0
Jharkhand,2018,1,Latehar District,7580,0
Jharkhand,2018,1,West Singhbhum District,15529,0
Jharkhand,2018,1,Pakur District,6846,0
Jharkhand,2018,1,Lohardaga District,5431,0
Jharkhand,2018,1,Sahebganj District,12479,0
Jharkhand,2018,1,Giridih District,45940,0
Jharkhand,2018,1,Bokaro District,101673,0
Nagaland,2022,1,Mon District,21773,3482625
Nagaland,2022,1,Phek District,10413,2897460
Nagaland,2022,1,Longleng District,4772,1154178
Nagaland,2022,1,Mokokchung District,21029,2505397
Nagaland,2022,1,Kiphire District,5368,1305848
Nagaland,2022,1,Kohima District,49523,1741671
Nagaland,2022,1,Tuensang District,12057,2545145
Nagaland,2022,1,Peren District,5881,1439905
Nagaland,2022,1,Dimapur District,124644,2509940
Nagaland,2022,1,Zunheboto District,8280,2214871
Nagaland,2022,1,Wokha District,12743,2409013
Nagaland,2024,1,Mon District,31941,7910591
Nagaland,2024,1,Phek District,15014,4075681
Nagaland,2024,1,Longleng District,6951,2363136
Nagaland,2024,1,Mokokchung District,29997,3440865
Nagaland,2024,1,Kiphire District,7857,4548866
Nagaland,2024,1,Kohima District,70998,2945267
Nagaland,2024,1,Tuensang District,17533,5551213
Nagaland,2024,1,Peren District,8518,1623689
Nagaland,2024,1,Dimapur District,179628,6514167
Nagaland,2024,1,Zunheboto District,11884,2337055
Nagaland,2024,1,Wokha District,18309,5174551
Nagaland,2023,1,Mon District,26501,5931729
Nagaland,2023,1,Phek District,12359,4415636
Nagaland,2023,1,Longleng District,5691,2171039
Nagaland,2023,1,Mokokchung District,25058,2635662
Nagaland,2023,1,Kiphire District,6491,1263369
Nagaland,2023,1,Kohima District,60269,4162795
Nagaland,2023,1,Tuensang District,14523,3341635
Nagaland,2023,1,Peren District,7042,1457015
Nagaland,2023,1,Dimapur District,152828,3381140
Nagaland,2023,1,Zunheboto District,9817,2411041
Nagaland,2023,1,Wokha District,15357,4056093
Nagaland,2019,1,Mon District,2458,0
Nagaland,2019,1,Phek District,1727,0
Nagaland,2019,1,Longleng District,539,0
Nagaland,2019,1,Mokokchung District,3721,0
Nagaland,2019,1,Kiphire District,862,0
Nagaland,2019,1,Kohima District,10747,0
Nagaland,2019,1,Tuensang District,1678,0
Nagaland,2019,1,Peren District,884,0
Nagaland,2019,1,Dimapur District,28091,0
Nagaland,2019,1,Zunheboto District,1374,0
Nagaland,2019,1,Wokha District,1830,0
Nagaland,2021,1,Mon District,16154,207141
Nagaland,2021,1,Phek District,7536,115057
Nagaland,2021,1,Longleng District,3428,58910
Nagaland,2021,1,Mokokchung District,15634,194365
Nagaland,2021,1,Kiphire District,3904,50891
Nagaland,2021,1,Kohima District,37488,530009
Nagaland,2021,1,Tuensang District,8866,118643
Nagaland,2021,1,Peren District,4286,59784
Nagaland,2021,1,Dimapur District,94968,1432598
Nagaland,2021,1,Zunheboto District,6013,81959
Nagaland,2021,1,Wokha District,9531,131224
Nagaland,2020,1,Mon District,5747,119902
Nagaland,2020,1,Phek District,3637,59218
Nagaland,2020,1,Longleng District,1430,23944
Nagaland,2020,1,Mokokchung District,7626,104247
Nagaland,2020,1,Kiphire District,1814,33191
Nagaland,2020,1,Kohima District,20644,320294
Nagaland,2020,1,Tuensang District,3634,60792
Nagaland,2020,1,Peren District,1899,31361
Nagaland,2020,1,Dimapur District,53696,817430
Nagaland,2020,1,Zunheboto District,2898,51964
Nagaland,2020,1,Wokha District,4118,62177
Nagaland,2018,1,Mon District,525,0
Nagaland,2018,1,Phek District,487,0
Nagaland,2018,1,Longleng District,121,0
Nagaland,2018,1,Mokokchung District,1043,0
Nagaland,2018,1,Kiphire District,168,0
